Algorithm,Data Size (MB),Iterations,Total Time (ms),Avg Time (ms),Speed (MBps)
md5,1,10,16.01886749267578,1.6018867492675781,624.2638566410668
md5,2,10,28.334856033325195,2.8334856033325195,705.844419201481
md5,4,10,55.90653419494629,5.590653419494629,715.4798732563148
md5,8,10,110.81624031066895,11.081624031066895,721.9158471332646
md5,16,10,231.29653930664062,23.129653930664062,691.7526759355467
md5,32,10,462.1155261993408,46.21155261993408,692.4675364877547
md5,64,10,916.4326190948486,91.64326190948486,698.3601267184505
md5,128,10,1833.8465690612793,183.38465690612793,697.9864191447675
sha1,1,10,8.030176162719727,0.8030176162719727,1245.3026929129182
sha1,2,10,23.118019104003906,2.3118019104003906,865.1260261540366
sha1,4,10,27.472496032714844,2.7472496032714844,1456.0016662616724
sha1,8,10,56.212663650512695,5.6212663650512695,1423.1668596488996
sha1,16,10,109.30752754211426,10.930752754211426,1463.7601233671196
sha1,32,10,220.25489807128906,22.025489807128906,1452.862128389203
sha1,64,10,434.1707229614258,43.41707229614258,1474.074519890788
sha1,128,10,861.9809150695801,86.19809150695801,1484.9516707648647
sha256,1,10,9.125947952270508,0.9125947952270508,1095.7765760117043
sha256,2,10,14.532804489135742,1.4532804489135742,1376.1968665408908
sha256,4,10,30.211925506591797,3.0211925506591797,1323.980492116353
sha256,8,10,61.41304969787598,6.141304969787598,1302.6547353300853
sha256,16,10,126.71732902526855,12.671732902526855,1262.6528765303647
sha256,32,10,247.30610847473145,24.730610847473145,1293.9429679825157
sha256,64,10,472.41783142089844,47.241783142089844,1354.732944933645
sha256,128,10,954.8556804656982,95.48556804656982,1340.5167149193935
sha3_256,1,10,19.225358963012695,1.9225358963012695,520.1463348090826
sha3_256,2,10,42.176008224487305,4.2176008224487305,474.20324591998826
sha3_256,4,10,75.5155086517334,7.55155086517334,529.6925189827458
sha3_256,8,10,142.98439025878906,14.298439025878906,559.5016340959114
sha3_256,16,10,313.78793716430664,31.378793716430664,509.89850484985436
sha3_256,32,10,598.355770111084,59.8355770111084,534.7988871914654
sha3_256,64,10,1166.027545928955,116.60275459289551,548.8721104698452
sha3_256,128,10,2353.7752628326416,235.37752628326416,543.8072275683571
blake2s,1,10,28.09429168701172,2.809429168701172,355.94419362503817
blake2s,2,10,54.95023727416992,5.495023727416992,363.96567134390267
blake2s,4,10,105.11898994445801,10.5118989944458,380.52116007902004
blake2s,8,10,216.3403034210205,21.63403034210205,369.7877775659386
blake2s,16,10,422.50800132751465,42.250800132751465,378.69105318072576
blake2s,32,10,881.0577392578125,88.10577392578125,363.19980603037703
blake2s,64,10,1743.3428764343262,174.33428764343262,367.1108011230684
blake2s,128,10,3539.7181510925293,353.97181510925293,361.6107117469027
blake2b,1,10,23.841381072998047,2.3841381072998047,419.4387887757755
blake2b,2,10,38.63215446472168,3.863215446472168,517.7034591292005
blake2b,4,10,78.14240455627441,7.814240455627441,511.8859629049925
blake2b,8,10,155.21693229675293,15.521693229675293,515.4076866243643
blake2b,16,10,307.16991424560547,30.716991424560547,520.8843463493237
blake2b,32,10,592.0028686523438,59.200286865234375,540.537921257813
blake2b,64,10,1154.6916961669922,115.46916961669922,554.2605027164262
blake2b,128,10,2318.633556365967,231.86335563659668,552.0492863073048
