Algorithm,Data Size (MB),Iterations,Total Time (ms),Avg Time (ms),Speed (MBps)
md5,1,5,8.507013320922852,1.7014026641845703,587.7503433199743
md5,2,5,15.153884887695312,3.0307769775390625,659.8967904342354
md5,4,5,30.797243118286133,6.159448623657227,649.4087773760771
md5,8,5,64.69941139221191,12.939882278442383,618.2436461054874
md5,16,5,116.58692359924316,23.317384719848633,686.1833002386498
md5,32,5,232.619047164917,46.5238094329834,687.8198580469931
sha1,1,5,4.307746887207031,0.8615493774414062,1160.6995793668364
sha1,2,5,7.060766220092773,1.4121532440185547,1416.2768867128145
sha1,4,5,12.724161148071289,2.544832229614258,1571.812850156458
sha1,8,5,27.075529098510742,5.415105819702148,1477.3487843751927
sha1,16,5,53.521156311035156,10.704231262207031,1494.7360168207979
sha1,32,5,110.6719970703125,22.1343994140625,1445.7134978629533
sha256,1,5,7.544040679931641,1.5088081359863281,662.77479299665
sha256,2,5,7.544755935668945,1.508951187133789,1325.4239216305893
sha256,4,5,14.09459114074707,2.818918228149414,1418.9840485816262
sha256,8,5,28.1221866607666,5.62443733215332,1422.3645011148508
sha256,16,5,59.27896499633789,11.855792999267578,1349.5512279092964
sha256,32,5,125.45228004455566,25.090456008911133,1275.385349259291
sha512,1,5,14.514446258544922,2.9028892517089844,344.4843785932521
sha512,2,5,12.242317199707031,2.4484634399414062,816.8388252707019
sha512,4,5,26.816129684448242,5.363225936889648,745.8197821738164
sha512,8,5,52.136898040771484,10.427379608154297,767.2109677242338
sha512,16,5,109.91477966308594,21.982955932617188,727.8366043694796
sha512,32,5,212.44049072265625,42.48809814453125,753.1520919375113
sha3_256,1,5,11.844158172607422,2.3688316345214844,422.1490398164177
sha3_256,2,5,18.02229881286621,3.604459762573242,554.8681721368946
sha3_256,4,5,38.31219673156738,7.662439346313477,522.0269706832282
sha3_256,8,5,74.66959953308105,14.933919906616211,535.693243972451
sha3_256,16,5,152.68445014953613,30.536890029907227,523.9564338192238
sha3_256,32,5,306.20503425598145,61.24100685119629,522.5257004306569
blake2s,1,5,13.58175277709961,2.716350555419922,368.1409963838079
blake2s,2,5,20.79319953918457,4.158639907836914,480.92646738444955
blake2s,4,5,40.47536849975586,8.095073699951172,494.12768163236456
blake2s,8,5,82.14330673217773,16.428661346435547,486.95385651343554
blake2s,16,5,163.04659843444824,32.60931968688965,490.6572769266539
blake2s,32,5,328.3343315124512,65.66686630249023,487.3081631852819
blake2b,1,5,108.9792251586914,21.79584503173828,45.88030418384045
blake2b,2,5,14.526605606079102,2.9053211212158203,688.3920628928753
blake2b,4,5,26.530981063842773,5.306196212768555,753.8356742961386
blake2b,8,5,58.821678161621094,11.764335632324219,680.0214011251803
blake2b,16,5,111.11998558044434,22.223997116088867,719.9424980314158
blake2b,32,5,222.21803665161133,44.443607330322266,720.0135615042111
blake3,1,5,11.667490005493164,2.333498001098633,428.54118560598323
blake3,2,5,5.513191223144531,1.1026382446289062,1813.8315170385747
blake3,4,5,9.719133377075195,1.943826675415039,2057.7966392738867
blake3,8,5,18.48912239074707,3.697824478149414,2163.434215786148
blake3,16,5,38.7873649597168,7.757472991943359,2062.527322572317
blake3,32,5,74.65672492980957,14.931344985961914,2143.142498554927
