Algorithm,Data Size (MB),Timing (ms)
blake2b,8,10.012149810791016
blake2b,8,9.918212890625
blake2b,8,9.896039962768555
blake2b,8,9.78708267211914
blake2b,16,18.41139793395996
blake2b,16,19.130945205688477
blake2b,16,20.00737190246582
blake2b,16,18.420696258544922
blake2b,16,17.41957664489746
blake2b,32,38.44118118286133
blake2b,32,38.514137268066406
blake2b,32,38.89608383178711
blake2b,32,39.815664291381836
blake2b,32,38.8643741607666
blake2b,64,78.54962348937988
blake2b,64,80.26409149169922
blake2b,64,74.86844062805176
blake2b,64,84.37609672546387
blake2b,64,81.67433738708496
blake2b,128,158.18405151367188
blake2b,128,163.22588920593262
blake2b,128,155.59101104736328
blake2b,128,157.02152252197266
blake2b,128,157.79900550842285
blake2b,200,266.87002182006836
blake2b,200,250.48279762268066
blake2b,200,245.60952186584473
blake2b,200,239.99667167663574
blake2b,200,244.83633041381836
blake2b,512,633.9221000671387
blake2b,512,629.0123462677002
blake2b,512,630.9332847595215
blake2b,512,638.8242244720459
blake2b,512,629.0135383605957
blake3,1,0.3612041473388672
blake3,1,0.38170814514160156
blake3,1,0.37860870361328125
blake3,1,0.3821849822998047
blake3,1,0.4203319549560547
blake3,2,0.7586479187011719
blake3,2,0.7052421569824219
blake3,2,0.7042884826660156
blake3,2,0.6849765777587891
blake3,2,0.6647109985351562
blake3,4,1.9135475158691406
blake3,4,1.3630390167236328
blake3,4,1.2509822845458984
blake3,4,1.1968612670898438
blake3,4,1.19781494140625
blake3,8,3.025531768798828
blake3,8,3.1251907348632812
blake3,8,2.962827682495117
blake3,8,2.886056900024414
blake3,8,2.817869186401367
blake3,16,5.939245223999023
blake3,16,5.457162857055664
blake3,16,6.200313568115234
blake3,16,5.659818649291992
blake3,16,5.437612533569336
blake3,32,12.42518424987793
blake3,32,12.264251708984375
blake3,32,11.905908584594727
blake3,32,11.482954025268555
blake3,32,11.00778579711914
blake3,64,25.84981918334961
blake3,64,24.7647762298584
blake3,64,24.976253509521484
blake3,64,25.023221969604492
blake3,64,26.38721466064453
blake3,128,52.01125144958496
blake3,128,51.22852325439453
blake3,128,53.9398193359375
blake3,128,52.454233169555664
blake3,128,53.72214317321777
blake3,200,82.27872848510742
blake3,200,77.87299156188965
blake3,200,77.75616645812988
blake3,200,78.65452766418457
blake3,200,76.8895149230957
blake3,512,201.78890228271484
blake3,512,208.13775062561035
blake3,512,210.2065086364746
blake3,512,201.5082836151123
blake3,512,199.99122619628906
