Algorithm,Data Size (MB),Timing (ms)
sha512,2,4.895687103271484
sha512,2,4.8847198486328125
sha512,2,4.501819610595703
sha512,4,9.428977966308594
sha512,4,9.213924407958984
sha512,4,9.158849716186523
sha512,4,9.964942932128906
sha512,4,8.599996566772461
sha512,8,18.167495727539062
sha512,8,17.606735229492188
sha512,8,17.447471618652344
sha512,8,20.8892822265625
sha512,8,18.99433135986328
sha512,16,39.078712463378906
sha512,16,37.354469299316406
sha512,16,37.9486083984375
sha512,16,39.13760185241699
sha512,16,41.34821891784668
sha512,32,74.35131072998047
sha512,32,81.84933662414551
sha512,32,77.38280296325684
sha512,32,78.06181907653809
sha512,32,77.0120620727539
sha512,64,159.23547744750977
sha512,64,156.80170059204102
sha512,64,153.78308296203613
sha512,64,160.94589233398438
sha512,64,166.46718978881836
sha512,128,307.67130851745605
sha512,128,316.692590713501
sha512,128,319.1854953765869
sha512,128,304.797887802124
sha512,128,311.0783100128174
sha512,200,489.9461269378662
sha512,200,489.09592628479004
sha512,200,497.0085620880127
sha512,200,497.7376461029053
sha512,200,493.33977699279785
sha512,512,1249.4242191314697
sha512,512,1262.6726627349854
sha512,512,1250.0770092010498
sha512,512,1247.5857734680176
sha512,512,1261.0595226287842
sha3_256,1,3.1075477600097656
sha3_256,1,3.989696502685547
sha3_256,1,3.2901763916015625
sha3_256,1,3.458261489868164
sha3_256,1,3.5524368286132812
sha3_256,2,7.98344612121582
sha3_256,2,6.831169128417969
sha3_256,2,6.420135498046875
sha3_256,2,6.706953048706055
sha3_256,2,7.241725921630859
sha3_256,4,13.484716415405273
sha3_256,4,14.279603958129883
sha3_256,4,14.817476272583008
sha3_256,4,13.183355331420898
sha3_256,4,14.50347900390625
sha3_256,8,28.11598777770996
sha3_256,8,27.957916259765625
sha3_256,8,28.954505920410156
sha3_256,8,28.867244720458984
sha3_256,8,27.527332305908203
sha3_256,16,55.39727210998535
sha3_256,16,55.79066276550293
sha3_256,16,55.65047264099121
sha3_256,16,55.841922760009766
sha3_256,16,54.68297004699707
sha3_256,32,109.98129844665527
sha3_256,32,111.66715621948242
sha3_256,32,111.70721054077148
sha3_256,32,109.80081558227539
sha3_256,32,111.82236671447754
sha3_256,64,224.1971492767334
sha3_256,64,222.9290008544922
sha3_256,64,221.82798385620117
sha3_256,64,222.8848934173584
sha3_256,64,222.8083610534668
sha3_256,128,443.2060718536377
sha3_256,128,445.1584815979004
sha3_256,128,444.685697555542
sha3_256,128,444.1187381744385
sha3_256,128,445.1143741607666
sha3_256,200,696.8183517456055
sha3_256,200,700.7255554199219
sha3_256,200,698.554277420044
sha3_256,200,695.2550411224365
sha3_256,200,699.2526054382324
sha3_256,512,1781.9132804870605
sha3_256,512,1777.9178619384766
sha3_256,512,1781.991720199585
sha3_256,512,1778.0745029449463
sha3_256,512,1777.2784233093262
blake2s,1,2.6628971099853516
blake2s,1,2.0685195922851562
blake2s,1,3.4635066986083984
blake2s,1,2.0656585693359375
blake2s,1,2.974271774291992
blake2s,2,5.4569244384765625
blake2s,2,5.401372909545898
blake2s,2,4.5070648193359375
blake2s,2,4.951715469360352
blake2s,2,5.38182258605957
blake2s,4,10.528087615966797
blake2s,4,10.52999496459961
blake2s,4,11.438608169555664
blake2s,4,10.389328002929688
blake2s,4,10.431051254272461
blake2s,8,21.492958068847656
blake2s,8,21.15631103515625
blake2s,8,20.517826080322266
blake2s,8,21.548032760620117
blake2s,8,21.57902717590332
blake2s,16,43.01857948303223
blake2s,16,42.566537857055664
blake2s,16,42.00387001037598
blake2s,16,41.8848991394043
blake2s,16,43.65181922912598
blake2s,32,84.86557006835938
blake2s,32,84.72180366516113
blake2s,32,85.37173271179199
blake2s,32,85.02745628356934
blake2s,32,84.92350578308105
blake2s,64,169.55208778381348
blake2s,64,169.85774040222168
blake2s,64,170.54367065429688
blake2s,64,170.27020454406738
blake2s,64,170.1068878173828
blake2s,128,340.911865234375
blake2s,128,338.6116027832031
blake2s,128,339.70189094543457
blake2s,128,339.9195671081543
blake2s,128,341.60327911376953
blake2s,200,530.1878452301025
blake2s,200,531.8379402160645
blake2s,200,534.6615314483643
blake2s,200,533.9033603668213
blake2s,200,535.1166725158691
blake2s,512,1361.2451553344727
blake2s,512,1361.4346981048584
blake2s,512,1361.1888885498047
blake2s,512,1357.628583908081
blake2s,512,1359.1351509094238
blake2b,1,2.183675765991211
blake2b,1,1.9812583923339844
blake2b,1,1.3883113861083984
blake2b,1,1.394510269165039
blake2b,1,2.302408218383789
blake2b,2,4.963159561157227
blake2b,2,3.1468868255615234
blake2b,2,4.067420959472656
blake2b,2,3.718137741088867
blake2b,2,3.193378448486328
blake2b,4,7.405996322631836
blake2b,4,7.312774658203125
blake2b,4,6.5250396728515625
blake2b,4,6.779909133911133
blake2b,4,7.754087448120117
blake2b,8,14.754772186279297
blake2b,8,13.966083526611328
blake2b,8,14.479637145996094
blake2b,8,14.092445373535156
blake2b,8,14.209747314453125
blake2b,16,28.4881591796875
blake2b,16,28.76877784729004
blake2b,16,29.459238052368164
blake2b,16,28.14316749572754
blake2b,16,28.392553329467773
blake2b,32,56.85901641845703
blake2b,32,57.80911445617676
blake2b,32,56.28490447998047
blake2b,32,58.77399444580078
blake2b,32,56.493520736694336
blake2b,64,114.40658569335938
blake2b,64,114.80402946472168
blake2b,64,115.57483673095703
blake2b,64,113.16943168640137
blake2b,64,114.79759216308594
blake2b,128,228.28388214111328
blake2b,128,230.2696704864502
blake2b,128,228.3780574798584
blake2b,128,229.87794876098633
blake2b,128,228.593111038208
blake2b,200,359.0366840362549
blake2b,200,357.85651206970215
blake2b,200,360.4464530944824
blake2b,200,360.61787605285645
blake2b,200,362.1804714202881
blake2b,512,910.956859588623
blake2b,512,916.4931774139404
blake2b,512,916.2633419036865
blake2b,512,917.7873134613037
blake2b,512,917.7238941192627
blake3,1,0.3833770751953125
blake3,1,0.3561973571777344
blake3,1,0.3533363342285156
blake3,1,0.3654956817626953
blake3,1,0.3528594970703125
blake3,2,1.2018680572509766
blake3,2,1.1584758758544922
blake3,2,0.7359981536865234
blake3,2,0.7197856903076172
blake3,2,0.7181167602539062
blake3,4,1.5518665313720703
blake3,4,1.4524459838867188
blake3,4,2.501249313354492
blake3,4,1.7974376678466797
blake3,4,1.8506050109863281
blake3,8,4.374504089355469
blake3,8,3.1824111938476562
blake3,8,3.7810802459716797
blake3,8,5.880832672119141
blake3,8,5.811214447021484
blake3,16,10.201692581176758
blake3,16,8.371829986572266
blake3,16,6.903648376464844
blake3,16,9.175777435302734
blake3,16,7.193803787231445
blake3,32,16.878604888916016
blake3,32,17.81153678894043
blake3,32,18.183469772338867
blake3,32,20.659446716308594
blake3,32,16.350984573364258
blake3,64,34.27314758300781
blake3,64,32.921791076660156
blake3,64,33.953189849853516
blake3,64,38.77663612365723
blake3,64,34.19303894042969
blake3,128,74.31387901306152
blake3,128,69.41699981689453
blake3,128,70.01757621765137
blake3,128,68.46141815185547
blake3,128,68.81380081176758
blake3,200,113.01422119140625
blake3,200,113.29889297485352
blake3,200,114.68100547790527
blake3,200,117.57493019104004
blake3,200,120.12338638305664
blake3,512,281.8176746368408
blake3,512,293.6124801635742
blake3,512,286.2381935119629
blake3,512,283.83898735046387
blake3,512,282.634973526001
