Algorithm,Data Size (MB),Iterations,Total Time (ms),Avg Time (ms),Speed (MBps)
md5,1,5,12.069225311279297,2.4138450622558594,2071.38398324839
md5,2,5,23.976564407348633,4.795312881469727,2085.3696614130163
md5,4,5,44.28911209106445,8.85782241821289,2257.8912802403074
md5,8,5,84.19466018676758,16.838932037353516,2375.44755874474
md5,16,5,166.95833206176758,33.391666412353516,2395.807355406598
md5,32,5,343.95408630371094,68.79081726074219,2325.891832241822
md5,64,5,679.5451641082764,135.90903282165527,2354.516056485484
md5,128,5,1300.9140491485596,260.1828098297119,2459.8089336450635
md5,200,5,2268.85986328125,453.77197265625,2203.750033626557
md5,512,5,5252.727270126343,1050.5454540252686,2436.829353923819
sha1,1,5,2.450227737426758,0.49004554748535156,10203.133210080763
sha1,2,5,6.450891494750977,1.2901782989501953,7750.866688842074
sha1,4,5,10.249853134155273,2.0499706268310547,9756.237352003907
sha1,8,5,20.4770565032959,4.09541130065918,9767.028770361056
sha1,16,5,40.811777114868164,8.162355422973633,9801.092436483874
sha1,32,5,83.18805694580078,16.637611389160156,9616.76506666361
sha1,64,5,168.49970817565918,33.699941635131836,9495.56540674846
sha1,128,5,342.61202812194824,68.52240562438965,9340.010674876254
sha1,200,5,527.6861190795898,105.53722381591797,9475.329782638948
sha1,512,5,1349.0979671478271,269.81959342956543,9487.820982386405
sha256,1,5,2.4251937866210938,0.48503875732421875,10308.454581203303
sha256,2,5,5.03230094909668,1.006460189819336,9935.812763538162
sha256,4,5,10.688066482543945,2.137613296508789,9356.229226616699
sha256,8,5,19.87147331237793,3.974294662475586,10064.678992645206
sha256,16,5,42.11616516113281,8.423233032226562,9497.540872243106
sha256,32,5,83.46390724182129,16.692781448364258,9584.981418161355
sha256,64,5,165.23289680480957,33.046579360961914,9683.301757337631
sha256,128,5,331.7840099334717,66.35680198669434,9644.828877201327
sha256,200,5,519.3052291870117,103.86104583740234,9628.248896757026
sha256,512,5,1332.3078155517578,266.46156311035156,9607.389411507016
sha512,1,5,3.90625,0.78125,6400.0
sha512,2,5,7.64012336730957,1.528024673461914,6544.396941800593
sha512,4,5,17.03023910522461,3.406047821044922,5871.908161836764
sha512,8,5,32.53602981567383,6.507205963134766,6147.031495024402
sha512,16,5,65.41252136230469,13.082504272460938,6115.0371774311125
sha512,32,5,136.0621452331543,27.21242904663086,5879.666226261026
sha512,64,5,267.6362991333008,53.527259826660156,5978.262310386727
sha512,128,5,517.3237323760986,103.46474647521973,6185.681807602775
sha512,200,5,771.5339660644531,154.30679321289062,6480.596085101333
sha512,512,5,1988.0192279815674,397.6038455963135,6438.569516752521
sha3_256,1,5,7.936000823974609,1.5872001647949219,3150.2012858258727
sha3_256,2,5,15.69986343383789,3.139972686767578,3184.7410782080487
sha3_256,4,5,31.644821166992188,6.3289642333984375,3160.074739316497
sha3_256,8,5,63.70115280151367,12.740230560302734,3139.6606058791385
sha3_256,16,5,128.07989120483398,25.615978240966797,3123.0507477578435
sha3_256,32,5,257.0512294769287,51.41024589538574,3112.220087909764
sha3_256,64,5,518.8093185424805,103.7618637084961,3083.9846988388103
sha3_256,128,5,1124.3443489074707,224.86886978149414,2846.1031561277923
sha3_256,200,5,1755.2309036254883,351.04618072509766,2848.6280578084243
sha3_256,512,5,4435.442686080933,887.0885372161865,2885.8449778120844
blake2s,1,5,10.207176208496094,2.0414352416992188,2449.2572176025415
blake2s,2,5,18.407344818115234,3.681468963623047,2716.307022770251
blake2s,4,5,39.0012264251709,7.80024528503418,2564.021933819529
blake2s,8,5,75.62088966369629,15.124177932739258,2644.771846634529
blake2s,16,5,152.8329849243164,30.56659698486328,2617.2360645712824
blake2s,32,5,305.64236640930176,61.12847328186035,2617.438182403934
blake2s,64,5,615.7290935516357,123.14581871032715,2598.5453939993536
blake2s,128,5,1218.0936336517334,243.61872673034668,2627.055844965458
blake2s,200,5,1789.029598236084,357.8059196472168,2794.8112233189504
blake2s,512,5,5040.635824203491,1008.1271648406982,2539.3621849328156
blake2b,1,5,6.248950958251953,1.2497901916503906,4000.6714994276995
blake2b,2,5,15.422821044921875,3.084564208984375,3241.949047736829
blake2b,4,5,23.944616317749023,4.788923263549805,4176.304129203135
blake2b,8,5,46.65994644165039,9.331989288330078,4286.331538123512
blake2b,16,5,96.34089469909668,19.268178939819336,4151.923243492055
blake2b,32,5,197.93176651000977,39.58635330200195,4041.796898526354
blake2b,64,5,394.1671848297119,78.83343696594238,4059.1912812103624
blake2b,128,5,771.0878849029541,154.21757698059082,4149.9809070437395
blake2b,200,5,1210.2634906768799,242.05269813537598,4131.331762477264
blake2b,512,5,3050.4913330078125,610.0982666015625,4196.045358823912
blake3,1,5,3.016233444213867,0.6032466888427734,8288.483123863727
blake3,2,5,6.003141403198242,1.2006282806396484,8328.972556495492
blake3,4,5,12.968063354492188,2.5936126708984375,7711.251654655096
blake3,8,5,25.07805824279785,5.01561164855957,7975.099111089984
blake3,16,5,50.935983657836914,10.187196731567383,7852.994509480858
blake3,32,5,103.70421409606934,20.740842819213867,7714.247747530272
blake3,64,5,203.64999771118164,40.72999954223633,7856.616832714799
blake3,128,5,396.46172523498535,79.29234504699707,8071.397051262237
blake3,200,5,628.4997463226318,125.69994926452637,7955.452693903424
blake3,512,5,1583.406925201416,316.6813850402832,8083.834797155372
